51,384
73,457
20,196
8,98
42,352
53,387
17,167
58,400
29,292
75,459
72,456
45,373
81,461
66,440
55,388
19,183
7,82
11,120
65,429
22,214
77,459
80,460
49,383
15,145
2,8
52,387
3,36
9,106
59,407
74,458
25,257
33,310
47,378
31,301
24,246
4,45
61,414
39,342
13,139
62,419
68,448
23,223
57,398
50,384
28,286
36,323
26,277
38,338
56,393
71,456
79,460
14,142
